0_0,0_1,1_0,1_1,2_0,2_1,3_0,3_1,4_0,4_1,5_0,5_1,6_0,6_1,7_0,7_1
2055.7302,2169.117432,171.2616,135.4362488,18843.7075,19285.66211,24234.2157,25016.50586,15045.6836,13331.30176,2.4059,1.194669604,418.0627,322.4891663,60771.0672,60253.72266
2218.7002,2244.5896,153.899,164.687088,19650.4323,23178.39844,25714.2635,31721.2207,14272.0623,13927.33887,0.23,1.677810073,355.0242,369.1438599,62364.6115,72621.00781
2219.3642,2292.41626,171.7863,183.2101746,20346.4878,25045.35156,26160.6966,37127.00781,12579.1274,14125.49023,0.33,5.016503811,384.635,428.657074,61862.4273,78653.54688
2135.1172,2156.83252,191.3506,195.2975311,20229.0853,24842.38867,26749.3109,37135.04688,14822.5445,14201.28223,3.1,0.946656048,346.9623,331.1799316,64477.4708,80025.89063
2421.2111,2306.890625,251.4674,209.2516785,26520.0741,31373.20898,38194.5982,48980.42578,16274.067,16790.24805,3.965,3.406948805,426.6313,405.734436,84092.0141,101125.9766
2304.9627,2281.988037,270.8727,187.1077271,27369.6433,27363.4668,39331.2671,41312.08984,15878.5495,15792.46191,2.65,3.093830585,437.8074,408.6916809,85595.7527,88442.98438
2257.7943,2163.735596,247.7009,160.1737518,21877.728,18126.0625,28610.5238,22164.35742,13209.31,12976.94043,0.9913,0.361960709,450.1566,362.7026672,66654.2049,58259.44922
2413.9119,2145.167725,201.1365,136.9323578,21600.6136,18599.85352,27480.0969,22929.24414,14375.7701,13267.31738,9.8767,0,427.269,357.174469,66508.6747,58962.26563
2189.8308,2192.952637,188.8031,172.764389,18735.1069,19393.30078,24053.0668,23409.95117,12706.2771,12922.55859,2.51,1.688828468,391.4826,394.0782166,58267.0773,59580.71875
2337.4221,2349.94043,240.0246,200.9976196,25164.5981,28894.79688,34997.9869,43271.89453,14266.4735,15856.16309,2.4616,1.927573085,433.5868,390.7542114,77442.5536,91153.35938
2161.4721,2151.729492,201.3003,169.0634308,20787.8497,18173.66602,27996.88,21765.74414,13620.3813,12555.51367,2.32,1.254001737,410.9652,372.5709229,65181.1686,57354.89844
2123.8044,2080.881836,202.4093,123.9821625,18119.7115,16398.64648,22883.8001,19851.46094,12565.6379,12584.0127,1.7228,0,366.1603,363.3730164,56263.2463,52158.78125
2141.3903,2073.769043,206.3436,113.1667862,17238.322,17543.8418,21313.6835,23352.59375,12342.5969,12543.17871,2.13,0,378.0213,394.3608704,53622.4876,56194.66797
2070.5022,2145.743896,213.7945,151.0996704,16973.2495,17220.70703,20369.0753,20542.77344,11659.5942,12130.58789,2.52,0,367.9312,338.3827515,51656.6669,56801.60547
2014.2414,2047.153687,153.8693,120.2171555,16876.0346,17368.3418,19886.4847,20184.5,12069.617,12433.42871,0.783,1.329652667,379.8625,400.6598206,51380.8925,54791.58984
2005.5488,2168.743652,135.331,114.8129578,16508.6263,17219.55078,20072.4321,19065.57422,11323.1453,12592.13281,0.96,0.28092286,389.6581,317.4447021,50435.7016,52822.79688
1998.2664,2283.108887,149.5131,170.7756042,17140.0903,19932.55664,20552.9163,22340.98242,11231.524,12532.50977,1.22,2.048434258,402.6347,320.2747498,51476.1648,59387.33594
2002.3319,2227.084473,139.3534,150.3274994,17339.5438,19336.49609,20650.4663,25361.57031,11716.2926,12707.19531,0.48,2.879257679,366.2935,333.5278625,52214.7615,60436.66797
2133.0988,2217.926758,151.0505,167.3917084,18374.5781,21081.25977,21987.246,30103.66992,12900.6954,13668.80469,0.1674,4.51118803,404.8442,407.8649292,55951.6804,67194.375
1941.7783,2178.750244,170.5343,184.2684631,16026.3489,17864.61133,19279.7986,19788.06641,11331.6419,12318.70898,0.1,4.606174946,389.1909,413.4760437,49139.3929,53635.67188
2006.5309,2119.171631,139.1329,170.9880829,15442.974,15456.75684,17804.7557,17093.34766,10912.1783,11639.91309,0.1,0.393725932,363.764,357.5974121,46669.4358,47045.88281
1931.5283,2135.333252,138.5951,159.2924805,15119.5257,16200.60156,17630.4266,19705.61914,11253.0853,12171.18945,0.11,1.139772892,354.1998,376.802002,46427.4708,50094.37891
1951.0537,2106.348145,145.2748,175.632019,15814.0057,17510.63281,18585.6744,19542.74609,11313.6339,11512.12793,0.12,1.29361999,392.9842,421.7055969,48202.7467,51031.22266
1891.497,2071.996338,146.027,176.0052338,16445.9324,17490.54492,19059.5981,17786.63281,10454.4806,11279.68164,1.0272,0.023373609,384.2208,398.306366,48382.7831,48731.47266
1949.9873,2121.873047,139.6643,162.197876,16578.2549,18202.67188,18648.8778,20416.79492,11317.045,12240.0459,0.3251,1.21269083,416.9086,383.9723206,49051.063,55295.88281
2144.3773,2208.979248,203.8657,169.8625946,19539.2667,23056.54102,23434.9278,32917.25391,13686.9457,14954.30469,0.15,0,431.8577,376.6812744,59441.3909,76306.375
2205.8708,2202.659424,144.1898,174.9561768,17500.01,21722.51172,21133.4703,31568.61133,11556.2027,13361.4834,0.3998,4.793507099,486.4349,440.7294006,53026.5783,69120.34375
2003.3737,2146.247559,156.4037,154.3981781,16288.1182,14743.65332,18729.5922,18148.90039,11522.8702,11861.25586,0.1577,1.135068059,395.6671,354.5758057,49096.1828,46260.98828
2031.1665,2142.494629,165.3362,151.6867676,16195.5097,14412.1875,18634.7002,16144.35938,11482.268,11522.00391,0.1433,0,399.2612,346.8612671,48908.3851,45146.85938
2097.1974,2114.921143,204.1946,135.5200958,17055.4092,15895.84766,19119.8634,17638.9668,11737.1916,11309.53711,0.3893,0,447.2418,409.773407,50661.4873,47913.17188
2069.8828,2280.769775,221.0048,234.2073517,16876.5501,26227.15234,19480.6632,36234.76563,12340.6433,13886.76563,1.9906,3.1412673,414.5728,468.5203552,51405.3076,79378.46094
2393.9647,2238.950928,229.5291,233.930191,20220.8143,21337.03516,22549.3867,24343.89648,13588.2263,12251.24121,2.8663,3.396145344,535.1215,440.1577454,59519.9089,63118.90625
2118.9175,2021.651855,155.94,195.4322357,16776.8675,18335.02539,18736.0938,25866.44141,11121.7915,11133.61523,1.5816,9.914619446,529.9784,509.3302002,49441.1703,54700.625
1980.6189,1915.128296,201.8715,143.4865875,15970.3021,15988.35352,18187.2331,21079.2168,11336.3447,10084.55566,0.6274,8.559502602,416.7497,507.3684998,48093.7474,48503.35938
2010.3286,2008.157959,203.9731,186.6088257,15978.8949,17180.89453,18102.6449,17299.875,11245.8643,10216.54004,0.6306,4.922270775,417.5745,440.9144897,47959.9109,48121.98047
2013.4492,2065.716797,202.6119,182.1954803,15930.2006,18251.02344,18024.4753,17783.9668,11159.725,10316.875,0.6096,6.525734425,418.6366,469.7496643,47749.7082,49947.74219
2033.054,2051.73584,156.8908,175.2677155,15853.5911,16938.48438,17988.239,16891.3125,11083.3413,10801.51465,0.6231,2.37477231,416.8075,418.6547852,47532.5468,48890.37891
2039.0486,2009.386475,194.335,140.791626,15881.8439,17043.48633,17977.0384,18512.92969,11209.9638,11013.5459,0.5995,0.866483092,417.5756,444.7042542,47720.4048,49234.9375
2039.5712,2038.795288,186.7892,148.2674713,15841.8281,18572.08203,17893.3451,22879.79297,10818.5613,11993.92383,0.6461,1.142500997,417.167,456.9624023,47197.908,57037.42188
1975.9174,2064.699219,264.4649,153.6703339,16881.1146,20490.86914,19645.6054,25599.82031,12025.0903,13470.83984,2.2551,0,505.7955,434.1490479,51300.2432,64207.73438
1987.1651,2003.278564,129.2398,114.9359665,16420.1726,17092.31836,19113.4355,21930.45117,10990.6226,11334.4707,0.3028,0,429.1361,435.4963074,49070.0745,53975.58594
2007.1195,2092.903809,143.038,170.857254,15718.6988,15893.59961,17382.2431,16668.22461,11169.3426,11013.78516,1.798,0.451306134,438.4127,412.9315491,46860.6527,46506.05469
2096.0274,2126.130859,130.9173,164.857132,15273.129,14347.93359,17073.028,15492.66992,10859.2813,11041.47266,0.1983,0.042539008,408.2669,386.2930298,45840.8482,44182.66797
2133.2106,2147.452637,126.5465,173.0887909,15977.6169,16572.61133,17927.1086,18478.83594,10558.0571,10882.52734,0.2025,3.080271959,423.0547,448.5279846,47145.7969,49258.29297
2093.0294,2144.156494,119.6625,191.1426086,17049.5354,19898.57031,18869.1826,19540.62305,10053.0252,10806.32715,0.3563,4.144841194,442.5328,505.4262085,48627.3242,54232.72656
1942.3842,1972.199585,123.7155,145.9431,16338.0877,15089.48926,17849.3911,14874.02051,10644.6222,10089.36523,0.2197,0,431.0854,393.6444702,47329.5058,44299.44141
2004.8034,2045.196045,140.3928,159.0531921,15968.8825,15884.62988,17495.9166,16975.33789,10871.6916,10863.23633,0.1728,0.409713566,453.781,421.5392761,46935.6407,46754.86328
1973.38,2052.507568,143.7963,156.1859741,16038.7458,16006.16113,17342.7609,20099.87305,10986.2628,11242.3418,0.4755,3.496610403,446.2926,455.4100952,46931.7139,49373.16797
1955.1228,2161.144287,137.6251,200.7625732,15659.5647,15713.43066,17115.6267,18512.21289,10958.1641,11669.59082,0.5394,4.499608517,465.7986,417.487915,46292.4414,47565.40625
2002.9545,2152.677734,120.2585,175.6776276,15586.6533,13774.42578,16951.975,15033.75391,10785.7399,11389.68945,0.2498,1.028973937,471.7062,356.7298889,45919.5372,42630.92969
2031.2888,2137.747314,141.0462,165.9087524,16323.3911,13701.49023,17862.3523,14237.48535,11215.3746,10792.96191,1.4635,0.382334441,441.7139,349.6716309,48016.6304,41784.57813
2090.0643,2193.108643,132.9518,167.1196747,16630.717,15668.14844,18182.4337,17839.38281,11010.6774,10995.03223,1.5108,5.035170078,434.8884,408.5195618,48483.2434,46527.78516
2020.4925,2188.220703,113.0356,214.7162018,15961.1806,17128.89453,17052.7553,14907.29004,10768.869,11010.2793,0.2836,5.286393166,440.5623,389.4243469,46357.1789,43693.12891
1988.6928,2104.076904,113.7965,185.025116,15932.8226,16444.67578,16934.3152,14658.36719,10775.4969,11337.85352,0.3541,0,454.6111,412.856842,46200.0892,47076.90625
2037.136,2102.831055,142.4271,170.5432129,16070.4848,17765.63477,17022.2265,16027.46094,10993.3283,11310.54102,0.5043,0,449.3074,411.9996643,46715.4144,50152.98828
2061.5728,2164.328369,137.5916,192.2812195,15993.3576,16057.69824,16964.5257,17011.92383,10994.1621,11639.08203,0.5141,0.363374144,438.8753,376.8907471,46590.5992,48081.14453
2065.5677,2176.577148,126.3174,192.5182343,15853.982,15391.37598,17060.469,15290.03223,11035.7655,11532.4043,0.319,0,435.9952,342.362854,46578.4158,46181.58594
2093.7735,2136.371094,125.0686,170.9054108,16541.2756,14901.88574,17844.2715,15760.76074,10516.8617,10876.70898,0.3607,0,486.1351,371.4529114,47607.7467,45381.6875
2112.2857,2118.25415,143.1899,164.8861694,17621.1968,19550.20508,18517.0689,19531.19922,10090.9461,10606.2334,0.6678,0.493269384,493.9627,486.3539734,48979.3179,52968.03125
2115.9599,2159.539795,131.9252,173.9408722,17058.7679,22196.09766,17513.9682,18185.20703,11186.6184,12225.35059,0.6302,2.992952824,472.2449,501.0583496,48480.1147,57084.05078
2105.8785,2214.795166,143.8938,243.7108154,17057.6439,21087.56836,17354.0546,17567.71484,11142.0091,12230.56055,2.372,1.721619248,459.9684,430.4330444,48265.8203,55488.55078
2114.7659,2159,176.4735,190.5611267,16801.4385,16495.94531,17429.8403,15848.77344,11114.9398,11576.80371,2.8685,0.991957664,576.653,368.000885,48216.9795,47375.97266
2106.1351,2233.288818,152.4847,227.4084625,16721.6471,15281.20215,17359.9392,15972.69824,11179.1335,12114.65039,0.3369,1.594390273,483.7227,343.9504395,48003.3992,46573.17578
2098.9204,2199.904053,144.2966,192.1655731,17084.103,19967.45898,17347.6628,23509.95898,11020.2147,11495.92578,0.3893,1.47346735,478.1826,492.447998,48173.7694,57226.70313
2166.1847,2108.26416,135.4396,101.2360382,18195.3496,21451.25195,18498.8846,19374.72461,11259.8522,11086.97949,0.3274,3.270201206,504.11,553.4412842,50760.1481,55565.83984
2170.7212,2214.661865,151.7783,159.6791077,19501.0944,22502.28711,19054.217,18893.5918,11420.5613,11549.43262,0.6069,2.827694654,502.6667,474.5,52801.6458,56666.52344
2176.0416,2133.346436,157.0166,178.9018555,17897.9358,18156.76367,17789.6442,16974.0332,11029.8968,11694.08887,1.7865,2.225266933,484.3581,440.4358521,49536.6796,49568.77734
2148.8924,2140.484375,127.9413,161.5558014,17548.6225,18339.82813,17804.8921,20349.95703,11159.1161,11271.17578,0.24,7.821074486,465.8368,528.9255981,49255.5412,50008.51953
2193.7093,2233.541748,129.487,230.9256897,17210.9092,18244.24609,17447.7243,22216.28711,11402.9523,11720.47559,0.3,7.869753838,451.5889,522.7788696,48836.671,54061.33203
2129.5785,2198.535645,132.9988,225.7172241,17252.3554,16389.40039,17380.7845,13824.0166,11140.3168,11762.16211,0.45,0,453.6054,339.3045959,48490.0894,46356.28125
2098.6949,2257.012207,130.0315,205.1059418,17375.255,18725.98828,17670.5793,16868.92578,11274.192,11288.3584,1.95,2.683010101,467.7668,409.3461914,49018.4695,49847.55078
2186.6736,2275.478516,140.1542,274.7931213,18253.8075,20902.92578,18518.4292,18509.05469,11464.3452,12182.23926,1.8678,3.266203165,491.284,425.5493469,51056.5615,56253.76563
2277.594,2295.999512,141.6486,271.7742615,19031.4162,20189.00391,19067.7688,18447.68164,10989.0554,12142.72852,0.5208,3.808609009,475.1671,393.6358643,51983.1709,55188.96875
2164.69,2261.040527,135.2838,259.9733887,17978.4845,18256.89844,17662.1383,17391.99609,11314.0778,12753.56152,0.27,2.733110428,489.6258,366.086853,49744.5702,50080.05078
2120.7506,2217.45752,151.1254,227.6967316,18234.3995,20202.41602,17977.7252,19977.99023,11288.2908,11960.3623,0.29,2.580498934,486.3667,420.7221375,50258.9482,55149.66797
2215.0104,2204.369629,155.9851,221.0226135,18507.1213,18888.98828,17930.5248,17472.24609,11367.9036,11970.36035,0.9487,1.614576221,477.4946,410.3934021,50654.9885,52305.80078
2159.0627,2253.576172,150.7512,252.3409424,18972.6626,21679.11719,18351.0424,18347.13086,11524.1889,12413.42969,0.4566,0.409286082,486.3595,381.198822,51644.5239,55534.83203
2106.185,2192.48584,143.9932,203.0879974,19368.088,18699.83594,18525.0455,17261.82617,12067.3278,11689.59668,2.909,1.595848083,524.0121,373.5872498,52737.5606,51520.24609
2236.0657,2285.846924,182.9802,268.7791748,22537.4535,25322.82422,20214.3002,18539.92578,12776.0253,12916.20508,4.5615,0,512.3735,356.9771423,58463.7599,61900.44531
2331.8756,2409.17334,195.3714,217.4297333,25188.1583,30940.89063,21708.9889,21692.01563,13111.9514,13472.58887,0.3129,1.126597285,534.8052,444.5819702,63071.4637,69971.10938
2246.084,2318.002441,174.6354,232.7335663,24489.7273,26489.57227,20291.741,18732.98242,12512.8731,13473.23535,0.56,0,529.1701,380.8360291,60244.7909,63962.14063
2307.5446,2482.173096,201.3836,348.2197266,25870.1839,32370.21484,21107.7563,23434.22852,12366.5159,14539.06934,0.6251,0.496958643,503.9247,402.7428589,62357.9341,73701.11719
2317.4571,2350.640625,194.96,286.9492798,26782.5555,23541.38477,21222.1791,18093.0918,12385.9695,12950.31641,0.9752,1.594326019,530.1772,380.7176819,63434.2736,57090.24219
2326.7566,2442.393066,182.105,306.3585815,25723.1806,28395.48633,20580.1254,20504.5293,12621.4685,14000.16309,61.3516,5.869035244,523.7014,432.4621887,62018.6891,68620.21875
2376.1866,2416.997803,197.4004,279.5378418,25575.3058,30929.71484,20792.9968,22863.60938,13248.6961,13744.42871,13.5897,2.507536411,512.1463,453.7163391,62716.3217,72060.94531
2333.5866,2330.736328,164.6374,280.095459,25945.7078,24841.79102,21812.8254,20611.37109,12774.0201,12347.12695,7.1989,4.626410484,495.9737,467.7487183,63533.9499,61588.51172
2298.1107,2235.103027,160.9409,221.1033936,25480.8824,22724.66602,21711.9087,17986.8418,11694.5331,11455.63281,4.978,0.017472761,528.2667,397.8945923,61879.6205,57111.6875
2153.4754,2256.637207,161.0959,251.213623,22893.2073,21102.60742,19435.0785,15451.12305,12177.6586,12594.03809,2.7959,0,460.8639,371.1083679,57284.1755,53138.96875
2211.0527,2245.330566,160.7497,233.3698578,22192.4295,21169.88281,19288.7592,18695.375,12112.6245,12025.81934,3.7346,4.058804512,480.0177,437.9892883,56449.3679,53348.24609
2280.9416,2339.686523,217.0417,256.278656,23782.444,27706.41797,20245.6419,24147.11328,12024.0443,12874.4082,0.08,4.408009529,521.9901,526.7423096,59072.1836,67370.94531
2358.4097,2330.723389,184.5238,197.3321686,26589.2187,27664.98828,21118.9467,20699.1543,13179.0316,13742.38574,1.0347,0,553.9227,446.7915955,63985.0879,66983.39844
2302.555,2440.717529,184.0012,214.8703918,26753.3436,30616.44922,21462.4724,23046.56445,13768.6782,13946.94824,20.2598,4.424738884,532.906,530.3088989,65024.2162,70587.85938
2343.2318,2345.542969,189.237,229.9698486,30195.6744,32725.46484,23396.5201,23242.43164,13481.4676,13353.89844,3.2499,1.766750336,588.8429,445.1583862,70198.2237,71939.71094
2427.465,2341.350342,187.7374,309.40802,28812.8375,25410.0332,23245.145,21685.35547,11721.4449,12779.5791,2.8603,3.766596556,576.5942,444.4758911,66974.0843,63309.82031
2286.8682,2445.410645,197.1601,288.1211548,27499.6498,30899.47461,21647.6297,23900.32227,12984.4631,14101.51172,3.05,6.815607548,534.7998,494.0123901,65153.6207,71606.39063
2430.3722,2505.66333,176.2411,299.2371521,30725.7613,33119.45703,22526.1269,22379.44336,13329.2389,14976.28125,1.95,3.792811871,567.0569,426.4010925,69756.7473,76159.09375
2419.538,2566.564697,225.9361,399.3930359,31890.0621,34418.24219,23423.4114,22841.58203,14345.9878,15469.37891,2.1501,3.73640275,567.4238,397.3008118,72874.5093,77311.02344
2444.5041,2621.442871,182.7893,414.9854736,33080.6779,35717.82422,23880.7371,24354.14648,13752.4281,15795.43066,0.182,1.537454963,560.1461,424.5856628,73901.4646,78488.95313
2510.4382,2607.934814,241.569,319.1210327,33638.3527,36044.83984,24870.4243,24230.58594,14337.6592,15704.80273,1.61,0,624.5467,436.874115,76224.6001,80225.1875
2619.6007,2657.653564,204.0556,463.2561035,38149.0459,39066.03906,28069.0438,26708.44531,14624.3097,15484.01367,0.6188,4.553455353,645.3556,349.5362244,84312.0301,84863.14063
2629.7719,2689.853516,237.9239,489.6228027,37102.0071,37704.64844,27836.3321,27125.7168,12831.6996,15258.16699,3.02,4.094481468,630.8382,360.638031,81271.5928,83486.28906
2389.6114,2542.101563,174.4804,358.1696472,32937.8389,34160.18359,24719.7149,23199.24609,14208.9297,15646.30469,0.9877,2.897034407,662.9904,452.9342346,75094.5534,75523.53906
2505.2255,2467.74292,238.6443,243.6654053,35696.9471,33315.11328,26119.4341,22574.14063,14093.0073,14972.87793,1.2504,0,719.9371,404.2503967,79374.4458,75210.09375
2711.8486,2442.801758,230.9432,233.3925018,37876.4616,31889.10547,27769.6841,22481.75391,14913.2814,14463.28906,2.2998,1.996663451,745.6771,470.6841125,84250.1958,72476.13281
2543.3642,2519.722656,264.6844,278.0475159,36528.7504,35308.96484,26300.2905,25817.70508,14026.7973,14831.18945,3.3167,0.745708466,658.6778,468.8323364,80325.8813,79333.07813
2436.0592,2545.312256,233.3562,309.7648621,36754.7002,36541.84375,27055.5813,25637.77148,14121.3644,15043.07324,3.5808,0,674.5796,425.8016357,81279.2217,80795.40625
2799.4585,2577.509521,229.374,176.4759216,42779.0283,42498.53125,31731.389,31470.59766,14399.5865,14488.91895,6.1389,0.216460794,751.4559,546.1834717,92696.4311,90776.60938
2654.5338,2608.005615,287.0143,124.2169724,46906.1415,43856.73047,34219.0292,31123.74414,13726.8529,14605.88965,0.934,6.04316473,793.173,591.7694702,98587.6787,91747.8125
2594.1125,2580.868164,232.583,253.6325531,41377.1715,41720.46484,29951.6841,29149.56836,14350.2672,15783.65527,0.5338,2.033462286,719.1861,492.967865,89225.5382,89985.13281
2474.4462,2424.601318,241.3984,175.0453339,40943.1528,37241.45703,29465.301,25995.72266,14393.9704,14385.23535,1.1772,0,716.8166,521.2803345,88236.2626,79068.5625
2541.7549,2479.098145,244.8812,205.9547882,39839.6248,38048.56641,28694.8403,27125.71875,13920.5322,14473.91406,0.308,0.845405161,693.5119,495.6551208,85935.4533,82773.82031
2531.4889,2551.194824,235.3711,297.4853516,37924.7464,38006,27756.554,26242.26563,14018.6733,15050.24219,0.7981,1.771267414,672.3159,505.0872192,83139.9477,80770.73438
2420.1466,2471.216797,216.4358,340.5940247,35384.4911,30417.78906,26099.7164,20621.63086,13306.5293,14201.9541,0.7162,1.30728972,673.8675,410.0877075,78101.9029,69193.4375
2350.2591,2334.956543,193.2571,279.2099304,32762.6737,25673.18164,25322.7274,20524.55273,12433.9274,12391.49902,0.25,2.275342703,604.8691,411.8344727,73667.9638,61727.125
2429.9704,2516.438721,226.1412,342.0525208,33834.5337,30108.37109,26168.8002,25181.56055,12200.8678,13361.47461,0.4347,8.886001587,644.4963,506.4141846,75505.2443,72480.05469
2410.0799,2430.130615,212.6231,243.5225983,33771.6228,33834.28516,25056.4452,22806.81055,13355.6619,14501.5918,3.5013,6.161527634,694.6265,491.7406616,75504.5607,75561.61719
2367.29,2504.73584,242.9381,342.3858643,33838.1742,33054.99219,25154.0683,22455.92188,13857.1638,14873.36719,2.0745,0.31543836,632.765,418.4207764,76094.4739,74249.89844
2468.5008,2507.576172,254.5127,290.2240906,34550.2266,35817.01953,25717.8864,24973.85742,13810.3511,14748.93555,1.9557,0.594139755,645.7658,448.1888733,77449.1991,78192.32031
2385.2928,2413.159668,229.88,271.8158264,35231.6111,31572.00781,26214.1632,23120.49414,13309.2399,13881.63184,0.8212,0.410892248,585.4987,435.6544495,77956.5069,72554.75781
2354.2653,2236.541992,209.6584,160.1809387,33479.3378,26820.49219,25370.0007,19773.23828,12704.8751,12420.54199,1.5341,0,609.5782,443.1344299,74729.2496,63830.40234
2436.8865,2365.290039,253.7481,197.2069702,35394.5761,36503.85938,28362.0011,27309.28125,12509.7188,12653.3584,1.6845,3.837898493,693.6453,547.2979126,79652.2604,79263.11719
2331.8825,2444.208252,237.0126,191.4176941,35137.8126,39667.10547,27921.6636,31074.82031,13063.9821,13462.89258,6.687,8.280865669,735.5481,633.513855,79434.5885,85318.89063
